technical_skill,communication,preferred_domain,education,career
math,good,analytics,bsc,Data Analyst
web,good,technology,bsc,Full Stack Developer
seo,excellent,media,bba,Content Writer
node,good,technology,mtech,Machine Learning Engineer
art,average,media,bfa,Graphic Designer
biology,average,science,mbbs,Biologist
management,good,business,mba,Marketing Manager
management,good,technology,mba,Product Manager
data,average,analytics,bba,Data Analyst
writing,good,media,ma,Content Writer
math,good,business,btech,Data Analyst
networking,good,infrastructure,bsc,Network Engineer
security,average,infrastructure,bsc,Network Engineer
chemistry,good,science,msc,Chemist
node,average,technology,mtech,Backend Engineer
biology,good,science,bsc,Biologist
interviewing,average,media,ba,Journalist
cad,average,engineering,diploma,Civil Engineer
data,good,technology,mtech,Machine Learning Engineer
excel,good,analytics,bba,Data Analyst
agile,excellent,technology,mba,Product Manager
data,good,technology,mtech,Data Scientist
photoshop,excellent,infrastructure,bsc,Network Engineer
lab,good,science,mba,Chemist
management,excellent,business,bba,HR Manager
sql,good,analytics,mca,Data Engineer
psychology,excellent,hr,bba,HR Manager
design,excellent,technology,bfa,UI/UX Designer
node,good,technology,btech,Backend Engineer
security,good,technology,mca,DevOps Engineer
editing,excellent,marketing,ma,Content Writer
accounting,good,finance,bba,Financial Analyst
investigation,excellent,media,diploma,Journalist
linux,good,technology,diploma,Network Engineer
research,good,science,mba,Biologist
security,excellent,technology,btech,Cybersecurity Analyst
node,average,technology,mtech,Backend Engineer
data,excellent,business,btech,Business Analyst
security,average,technology,diploma,Network Engineer
python,poor,analytics,mca,Data Engineer
lab,average,science,phd,Biologist
css,good,analytics,diploma,Machine Learning Engineer
cad,good,engineering,diploma,Mechanical Engineer
physics,average,manufacturing,mtech,Mechanical Engineer
construction,average,engineering,diploma,Civil Engineer
photoshop,good,creative,bsc,Graphic Designer
seo,excellent,media,bba,Content Writer
psychology,average,technology,bca,Software Developer
database,good,technology,mca,Data Engineer
management,excellent,marketing,ba,HR Manager
python,good,infrastructure,btech,DevOps Engineer
python,good,analytics,btech,Machine Learning Engineer
diagnosis,good,science,mbbs,Doctor
excel,excellent,business,btech,Business Analyst
security,excellent,business,mba,Marketing Manager
psychology,poor,business,diploma,HR Manager
lab,average,research,mca,Chemist
security,good,security,btech,Cybersecurity Analyst
data,good,analytics,mca,Data Engineer
deep learning,good,analytics,msc,AI/ML Engineer
finance,excellent,finance,mcom,Financial Analyst
math,good,business,btech,Data Analyst
accounting,good,finance,mba,Financial Analyst
math,good,technology,msc,Machine Learning Engineer
investigation,excellent,media,ma,Journalist
linux,excellent,security,btech,Cybersecurity Analyst
sql,good,business,bba,Business Analyst
linux,excellent,security,bsc,Cybersecurity Analyst
design,excellent,news,ma,Journalist
math,good,business,bsc,Data Analyst
excel,average,business,mba,Product Manager
security,excellent,security,mtech,Cybersecurity Analyst
biology,good,research,msc,Biologist
photoshop,average,media,diploma,Graphic Designer
data,good,technology,msc,AI/ML Engineer
communication,excellent,business,ba,HR Manager
sql,excellent,technology,mca,Data Engineer
html,excellent,technology,bfa,UI/UX Designer
management,excellent,media,mba,Product Manager
writing,good,business,mba,Marketing Manager
art,poor,media,bdes,Graphic Designer
design,average,media,bdes,Graphic Designer
hardware,average,infrastructure,btech,Network Engineer
html,excellent,creative,btech,UI/UX Designer
data,excellent,analytics,mtech,Data Scientist
physics,average,manufacturing,btech,Mechanical Engineer
editing,excellent,media,bba,Content Writer
security,average,technology,btech,Cybersecurity Analyst
investigation,poor,media,ba,Journalist
biology,good,science,phd,Biologist
research,good,science,bsc,Chemist
data,excellent,infrastructure,diploma,Civil Engineer
security,excellent,finance,mtech,Cybersecurity Analyst
security,good,technology,mca,DevOps Engineer
writing,excellent,media,ma,Journalist
biology,good,science,md,Doctor
math,excellent,technology,btech,AI/ML Engineer
database,good,technology,btech,Data Engineer
construction,good,engineering,mtech,Civil Engineer
management,excellent,hr,bba,HR Manager
sql,good,business,diploma,Civil Engineer
math,good,technology,btech,Machine Learning Engineer
chemistry,average,research,msc,Chemist
python,good,technology,btech,Software Developer
web,good,technology,bsc,Software Developer
python,excellent,technology,mtech,Cybersecurity Analyst
excel,good,analytics,mba,Business Analyst
excel,good,technology,mba,Financial Analyst
diagnosis,good,healthcare,mbbs,Doctor
interviewing,excellent,technology,bdes,UI/UX Designer
lab,good,science,phd,Chemist
design,good,media,bdes,Graphic Designer
design,average,media,diploma,Graphic Designer
excel,good,business,bsc,Data Analyst
cad,good,manufacturing,diploma,Mechanical Engineer
data,good,analytics,bba,Business Analyst
psychology,excellent,business,ba,HR Manager
lab,excellent,infrastructure,btech,DevOps Engineer
database,good,analytics,btech,Data Engineer
research,good,research,bsc,Chemist
linux,average,technology,btech,Network Engineer
sql,good,research,btech,Data Scientist
mechanics,good,manufacturing,btech,Mechanical Engineer
sql,good,business,mba,Business Analyst
psychology,excellent,hr,mba,HR Manager
excel,excellent,business,bba,Financial Analyst
interviewing,excellent,news,ma,Journalist
linux,average,infrastructure,diploma,Network Engineer
java,average,technology,mca,Software Developer
java,average,technology,btech,Backend Engineer
seo,good,marketing,mba,Marketing Manager
math,excellent,analytics,msc,AI/ML Engineer
strategy,excellent,business,btech,Product Manager
writing,excellent,business,mba,Marketing Manager
art,average,media,diploma,Graphic Designer
medicine,good,healthcare,mbbs,Doctor
security,average,creative,bfa,Graphic Designer
interviewing,excellent,news,ba,Journalist
research,average,research,bsc,Chemist
linux,average,technology,diploma,Network Engineer
management,average,business,bba,HR Manager
chemistry,average,research,phd,Chemist
web,average,technology,bsc,Full Stack Developer
